Algorithm,runtime,eps
CaLiG-RI-KSS,0.001,28676.190476190473
DPiso-DPiso-DPiso,0.00033999999999999997,77200.00000000001
GQL-RI-LFTJ,0.0006799999999999999,40952.38095238096
VEQ-RI-VEQ,0.00078,30600.0
